,clean_text,sentiment
18539,barang sesuai pesanan berfungsi baik amp pengiriman cepat thx,positive
18540,sesuai pesanan dan kualitas ok banget,positive
18541,produk bagus berfungsi dengan baik dan kokoh respons penjual juga cepat,positive
18542,di deskripsi aku buat wrna hitam malah yg dtg putih tapi gapapa barang aman dan sangat baik juga,positive
18543,recomended seller intinya,positive
18544,hub usb berfungsi baik respon penjual fash kiirm grab nya juga cepet mantap pokoknya super rekomended seller,positive
18545,minta warna apa yg dtg warna apa,negative
18546,mantap fast respon barang sampai dan port berfungsi semua thanks gan,positive
18547,nih gara salah pilih kurir jadi ane ngomel mf soalnya ane juga di omelin pelanggan gara lama barangnya,negative
18548,terima kasih barang berfungsi dengan baik,positive
18549,mancaaaaaap produknya ,positive
18550,bagus kiriman cepaàaaaaaaaaaaaaaaaat,positive
18551,mannnnnnnnnnnnnnnnnnnntttaaaaaaaaaapppppp,positive
18552,barang bagusss respon penjual juga cepat,positive
18553,thank youuuuuuuuuuuuuuuuu,positive
18554,makasih gan barang sesuai respon cepat baik,positive
18555,barang berfungsi dab sesuai deskripsi,positive
18556,barang sampai dalam kondisi baik dan berfungsi ,positive
18557,respon cepat barang berfungsi,positive
18558,usb hub sudah diterima respon dan pengiriman cepat,positive
18559,ada lampu switch yg tidak menyala,negative
18560,pengiriman cepat produk bekerja dgn baik packing aman ,positive
18561,warna sesuai pesanan response cepat sampai juga cepat recommend lah,positive
18562,barang bagus kabelnya tebel semua slot berfungsi baik,positive
18563,barang sudah diterima tadi siang dan berfungsi dengan baik sebenarnya minta warna hitam tapi dikirim putih terima kasih ,positive
18564,sangat puas dengan barangnya,positive
18565,pelayanan cepat dan kualitas barang memuaskan,positive
18566,paket telah diterima dan di colok usb semua port normal dan kebaca tampa kendala ,positive
18567,barang sampai dgn selamat dan sesuai dgn gambar thanks ya gan,positive
18568,barang sudah sampai dan berfungsi dengan baik ,positive
18569,produk ini sangat nice sekali transfer data cepat semua slot berfungsi dengan baik terima kasih,positive
18570,fast respon trusted seller dan pastinya rekomended seller good attitude gan moga laris terus thanks ,positive
18571,thanks yaa semoga awet,positive
18572,barang cpt sampaaaiiiii,positive
18573,bagus dan pengiriman cepat sekali,positive
18574,barang ok packing good berfungsi dengan baik,positive
18575,good recomended pokknya,positive
18576,produk bagus sesuai deskripsi murah meriah ,positive
18577,brg bagus sesuai dg yg tercantum pelayanan cepat tob ,positive
18578,seller fast respon kualitas produk baik recommended seller,positive
18579,sudah dicoba dan berfungsi dengan baik tks,positive
18580,produk berfungsi dengan baik pengiriman cepat woke,positive
18581,produk sesuai bekerja dengan baik dan di paket dengan rapi,positive
18582,thanks barang cepat sampai dan sesuai pesanan,positive
18583,barang ori semoga awet ,positive
18584,nice product recommended seller,positive
18585,barang sesuai deskripsi packing biasa mungkin karena pakai grab send sudah di tes semua port berfungsi semoga awet terima kasih,positive
18586,mantap boss ku respon cepat barang berkualitas recomended seller ,positive
18587,barang bgus dan cepat sampai,positive
18588,barangnya ok masih bisa digunakan dan packingnya rapih,positive
18589,sesuai mantaaaap ,positive
18590,mantap barang bagus seller responsive ramah thanks gan senang berbisnis dengan agan yang satu ini ,positive
18591,fast respon dan barang sesuai gambar,positive
18592,gilaaaa cepet banget sampenyaaaaa baru jugaa pesenn daebakk dan alhamdulillah akhirnya berfungsiii dengan sangat baik kusukaaa makasih yaaa ,positive
18593,bungkus rapi cepat pengiriman sudah di coba ada lampunya dan bisa semua ,positive
18594,barang sesuai pesanan pengiriman cpt thanks seller,positive
18595,harga sesuai dengan barang mantul,positive
18596,wokeh mantap boleh di coba untuk yang cari port usb,positive
18597,respon penjual barang n pengiriman ok,positive
18598,pengiriman cepat dan barang oke thanks gan ,positive
18599,sipppp pwt jakarta hari oke okw,positive
18600,bagus semuanya berfungsi dengan baik warna juga sesuai dengan requestan ,positive
18601,barang sesuai deskripsi semua port usb nya berfungsi,positive
18602,proses sangat cepat respon penjual mantap barang pun mantap dan lancar,positive
18603,cepat sampai packing rapih pokok nya top dehcksxzscvh,positive
18604,fast respon melayani pesanan di hari libur maaf ngerepotin ya gan hehe kondisi barang bagus portnya sanggup ngangkat hardisk mantab lah tertolong banget ,positive
18605,barang uda sampai maaf telat ulasan nya terima kasih seller ,positive
18606,rusak gabisa dipake mati matian,negative
18607,puass banget pelayanan bagus dan pengiriman cepat,positive
18608,dua kali beli disini dan selalu sesuai tq,positive
18609,barang baguss sesuai tq ,positive
18610,penjual mantabbbbbb barang sesuai,positive
18611,bekerja dgn baik barangnya,positive
18612,top bgt trim bgts dehhhh,positive
18613,kadang usb nya tetep lemot untuk transfer file tp lumayan lah,positive
18614,fast respon produk sesuai pesanan trm ksh,positive
18615,kualitas baik sangat membantu respon cepat,positive
18616,berfungsi dengan baik ada tombol on off per colokan nya mantap,positive
18617,sori baru nulis ulasan uda sy pakai bagus awet kabel nya panjang nya lg ,positive
18618,sangat berguna untuk yg suka colok berbagai barang menggunakan usb,positive
18619,semua port berfungsi baik sesuai harapan,positive
18620,mantaaappp nihhhh barang nyaaaaa ,positive
18621,good quality fast response,positive
18622,pengiriman cepat barang sementara ini oke dan sesuai gambar thx,positive
18623,udah dites pokoke barang yahood,positive
18624,barang sampai dengan aman ,positive
18625,barang mantap sekali pokoknya,positive
18626,barang sesuai deskripsi nyampenya juga cepet so far so good packagingnya rapih berry nice ,positive
18627,makasih gan semoga barangnya awet,positive
18628,senang sangat dibutuhkan alat usb hub secara laptop kekinian makin dikit colokan usbnya,positive
18629,barang joss respon kirim joss recommended seller dah,positive
18630,biarkan bintang yg bicara sesuai catatan pesanan warna hitam dan berfungsi lanjay,positive
18631,produk sangat baik semua port dapat berfungsi terima kasih,positive
18632,sesuai deskripsi dan on thx,positive
18633,good condition sudah di test ok,positive
18634,terimakasih barang sudah diterima dan sesuai permintaan recommended seller,positive
18635,barangnya okeh bingitss sudah di test recommended seller banget,positive
18636,sip mantab jiwa sukses selalu,positive
18637,gud ikeh ikeh kimochi senpai kudasai,positive
18638,mantap mania joss lebih baik lagi dan penyampaiannya cpt makasih ,positive
18639,pengiriman cukup cepat packing rapi walaupun request hitam yg datang putih berfungsi baik semoga awet,positive
18640,semua port berfungsi dengan baik mantap,positive
18641,barang bagus sesuai deskripsi relomended deh,positive
18642,barang sampai dengan selamat recommended banget toko ini,positive
18643,nanya hitam ready atau enggak katanya ready order warna hitam yang dikirim putih ,positive
18644,barang ok mantap kualitas baik kayaknya,positive
18645,barang dalam kondisi baik pengemasan hanya pakai kantong plastik tapi kondisi nya baik setelah di coba berfungsi dengan baik recommended seller,positive
18646,barang sudah sampai sudah di periksa terimakasih ,negative
18647,barang sesuai dan berfungsi dengan baik pengiriman juga sangat cepat saya puas,positive
18648,mantap jaya pol polan ,positive
18649,barang bagus pengiriman cepat semoga awet sampai maut memisahkan,positive
18650,semua port sudah dicek all normal mantap,positive
18651,mantap barang sampi top,positive
18652,pengiriman barang lambat,negative
18653,udah diterima belum dicoba semoga berfungsi baik thank you,positive
18654,barang dikirim sesuai pesanan respon cepat,positive
18655,makasih bs d pake k laptop gak eror alhamdulilah ,positive
18656,terima kasih banyak pesanan cepat sekali sampai mantap sekali gan packing bagus dan rapi barang sesuai dengan pesanan ,positive
18657,produk bagus sesuai but ngirim barang ke kurir lama tq barangnya,positive
18658,pengiriman paketnya cepat port usbnya berfungsi dengan baik kabel cukup panjang saya suka warna lampu indikatornya hehe,positive
18659,barang bagus dan cepat sampai enak dipakai juga,positive
18660,barang sudah diterima dan berfungsi dgn baik terima kasih,positive
18661,barang sampai dengan selamat dan berfungsi smua thanks gan,positive
18662,biar bintang yg menilai recomended,positive
18663,mantap gan cepet banget memuaskan ,positive
18664,produk sesuai deskripsi harga murah untuk usb dan pengirimanya super cepat,positive
18665,untuk harga segitu dan kualitas yahud puas deh semua switch berfungsi dengan baik pengiriman warna juga sesuai request makasih boss,positive
18666,barang sampe dengan selamat dan colokan berfungsi semua respon penjual cepat dan ramah puas pokoknya ,positive
18667,aman gan barangnya ,positive
18668,bagus barangnya awet top lah pokoknya,positive
18669,barang bagus mantep packing rapih seller nya jg ramah fast respon disaranin deh beli brg disini gabakal nyese thx ya ,positive
18670,mantap respon pengiriman cepat,positive
18671,mantaaaaaappppp semoga awet terima kasih kerjasamanya ,positive
18672,respon cepat amp sesuai harga,positive
18673,respon cepat tpi pengiriman agak lama,negative
18674,barang sampai dengan aman dan cepat pelayanan ramah tapi kok udah kaya kebuka ya gak tersegel kaya bekas dipakai ,negative
18675,barangnya sesuai deskripsi seller responnya cepat sekali pengiriman jg sangat cepat packingnya aman rapi to ribe di buka kualitas jg ok thanks,positive
18676,jossssssssssssssssssssssssssssssss,positive
18677,barangnya bagus respon penjual cepat mantap,positive
18678,barang bagus dan ga bermasalah,positive
18679,mantap pokoknya produk sesuai sm deskripsi,positive
18680,barang sudah diterima pengiriman cepat dan berfungsi dengan baik thankyou ,positive
18681,nyesel kenapa ga dari dulu gua beli barang disini barang nya ok udah sebulan blum ada kendala pertahankan kerja baiknya gan ,positive
18682,barang bagus semoga awett,positive
18683,sesuai deskripsi dan gambar,positive
18684,barang diterima dengan baik bagus,positive
18685,very fast respons guys ,positive
18686,packing dan pengiriman cepat banget fast respon jg sellernya tp barangnya agak lambat untuk transfer ratenya ,positive
18687,pengiriman cepat barang belum saya coba semoga awet,positive
18688,terima kasih pengiriman cepat walau di hari libur,positive
18689,barang sudah di terima dengan aman dan semua port berfungsi dengan baik thanks gan ,positive
18690,pesan hitam datangnya putih karena butuh yasudahlah pengirman jg cepat ,positive
18691,sesuai gambar dan deskripsi,positive
18692,kemasan agak penyok di bagian ujung kiri saat diterima ada cacat di connector usb,negative
18693,barang dah diterima n sesuai dengan keterangan n sudah dipakai hasilnya oke gan ,positive
18694,good product semoga selalu maju dan pertahankan ,positive
18695,ada kesalahan dinorder lupa input jumlah barang hahahaha tp repon ttp baik dan cepat,positive
18696, good quality product terimakasih,positive
18697,produk oke sesuai harga,positive
18698,cepet sampai mantaaaaaaap,positive
18699,saya senang produknya di paketkan dgn rapi dan tidak ada cacatnya,positive
18700,sesuai deskripsi semoga cocok,positive
18701,sesuai kebutuhan good ok,positive
18702,produk sesuai deskripsi dan saat ini berfungsi dengan baik sangat membantu sekali dgn kurang nya colokan usb semoga awet produk nya thanks gan salam sukses ,positive
18703,terimakasih bos barang sudah sampai dan pas di test berfungi semua dengan baik mantap ,positive
18704,barang sesuai pesanan dan berfungsi dengan baik keren deh pokoknya ,positive
18705,dikirim dengan cepat bekerja dengan baik hubnya semoga awet,positive
18706,produk melebihi ekspektasi harga semoga awet hehe recommended product ,positive
18707,barang dah sampe om terimakasih banyak ,positive
18708,pesan udah sampai walau sedikit lama di pengiriman karena kena hari libur jumat sabtu minggu jadi nyampenya agak lama hehe,positive
18709,respon cepat barang sesuai mantap,positive
18710,terima kasih barang sdh smpai tepat waktu dan sesuai pesanan dan bagus maaf telat kasih ulasan ,positive
18711,produk sesuai pesanan saya mantap,positive
18712,barang bagus amp berfungsi baik terima kasih ,positive
18713,barang sudah samapi dengan baik terima kasih ,positive
18714,uda di terima gan packing baik brg ok uda di tes thx,positive
18715,fungsi sesuai dengan deskripsi barang bagus,positive
18716,puasssssssssssss pengiriman pun cepatttttttt,positive
18717,sudaaahh datang barangnya,positive
18718,respon cepat packing oke udah di test dan gk ada masalah barang mantap,positive
18719,barang bagus overall ok thanks gan,positive
18720,barang sesuai pesanan mantapppppppppppppp,positive
18721,pengiriman cpt brng berfungsi dgn normal,positive
18722,mantap karakter ea,positive
18723,mantap kenya berjalan dengan sempurna build material juga bagus ,positive
18724,brg sudah diterima dengan selamat sesuai dengan gambar tks ,positive
18725,oke mantaap berfungsi,positive
18726,barang dalam keadaan bagus transaksi aman,positive
18727,cepet sekali good barangnya mantaps,positive
18728,maaf telat gan barang sesuai deskripsi semoga awet makasih gan,positive
18729,barang mantap fast respone mantap deh belanja di sini xd,positive
18730,barang bagus tapi sayang peking kurang bagus,positive
18731,barang bagus sesuai dengan pesanan,positive
18732,mantap bisa buat hdd tb,positive
18733,kualitas baik sudah dicoba semoga tidak masalah,positive
18734,thank u barang sesuai deskripsi amp gambar ,positive
18735,packing rapih dan prodak sesuai dengan pemesanan barang ok berfungsi dengan baik,positive
18736,overall lumayann semoga awett,positive
18737,nuhun belum dicoba semoga awet,positive
18738,respon cepat pengiriman cepat sudah dicoba dan semua berfungsi normal trims,positive
18739,barang ok mantap dah pokoknya,positive
18740,responsive seller ,positive
18741,mantap pengiriman cepat respon penjual cepat barang oke,positive
18742,semua port usb berfungsi dengan baik recommend,positive
18743,respon cepat barang sesuai recomended seller,positive
18744,bagus cocok unuk anda yg kurang port usb pada laptop ands,positive
18745,barang sudah sampai dengan selamat dan tepat waktu sudah di test di semua port dan bisa semua tapi belom di sempat test untuk transfer data karena belom ada flashdisknya,positive
18746,pesen jam jam udah sampe begitu dicoba port lancar semua semoga awet,positive
18747,sudah di coba berfungsi dengan baik dan barang cepat nyampenya oke sekali,positive
18748,sampai hari sabtu minggu maaf dikirimnya ke kantor jadi saya baru beri ulasan barang bekerja dengan sangat baik packing rapi terima kasih agan seller ,positive
18749,barang sesuai pesanan dan berfungsi dengan baik proses cepat,positive
18750,penjual tidak mau menanggapi keluhan kerusakan barang pembeli,negative
18751,barang sampe rumah dengan aman langsung dipake ,positive
18752,lumaaayaaaaannnn ,negative
18753,pemesanan langsung diproses malem juga besoknya langsung sampe mantap,positive
18754,barang sudah sampai sesuai dengan gambar dan berfungsi dengan baik ,positive
18755,thanks cpet sampe ,positive
18756,mantap pengiriman sangat cepat sekali kilat dengan kecepatan cahaya sekali kedip besoknya sampe recommended seller sekali uhuy,positive
18757,sudah lebih dari sebulan pemakaian produk masih berfungsi dengan normal wort it ,positive
18758,nice useful in my jobs s activities thank you vey much,positive
18759,okeee sejauh ini bagus ,positive
18760,brg bagus cepat terkirim mkasi ya,positive
18761,respon cepat barang sesuai dengan foto,positive
18762,produk baik kulitas bagus,positive
18763,brg yg dikirim sesuai deskripsi kualitas brg jg bagus ke port yg ada berfungsi dgn baik seller fas respon dan brg jg dipacking aman ,positive
18764,bagus recommended banget,positive
18765,thanks gan barang berfungsi dengan baik dan sesuai pesanan pengiriman juga super cepat ,positive
18766,respon dan pengiriman cepat packing rapi barang sesuai gambar amp berfungsi dengan baik,positive
18767,respons seller cepat produk bagus dan dipack dengan rapi,positive
18768,barangnya bagus cepat sampai,positive
18769,barang sesuai gambar pengiriman tepat waktu fast respon membalas chat,positive
18770,barang bagus sampe alamat,positive
18771,barang bagus sesuai deskripsi thanks ,positive
18772,terima kasih gan barang sudah sampai dengan selamat pengirimannya cepat dan barang sesuai dengan requestnya,positive
18773,respon cepat pengiriman cepat dan barang sesuai pesanan trims,positive
18774,barang mantab pengiriman cepat,positive
18775,pengiriman barang cepat sekali ,positive
18776,barang sudah diterima dgn rapi tp blm dicoba smoga awet,positive
18777,barang oke sesuai dgn yg di website thanks ,positive
18778,tanks sudah dicoba dan berfungsi baik semoga awet ,positive
18779,mantap pokoknya build quality mantap,positive
18780,barang bagus dicek berfungsi semua,positive
18781,respon cepat dan produk sesuai,positive
18782,sesuai dgn foto dan seller fast respon,positive
18783,pengiriman cepat packingan rapi barang sesuai dengan deskripsi thx ,positive
18784,gilasih barangnya bagus banget pengiriman juga cepet recommended seller pokoknya ,positive
18785,barang sesuai dengan deskripsi penjual responsif dan komunikatif,positive
18786,pengiriman barang oke deh kak makasih ya,positive
18787,sippppppppppppppppppppppppppppppppp,positive
18788,bguusssssssss cuyyyyyyyyyyyyyy,positive
18789,mantab udah dicoba plug n play dan work buat konekin semua device saya ke laptop thanks,positive
18790,belum di coba tp masih di segel semua xixixixi,positive
18791,mantap barang sampai dengan mulus tapi sayangnya produk yg lagi tombolnya ketika di pencet malah jadi mati smua,positive
18792,pengiriman cepat fast respons dan kualitas barang oke sorry gan kalau lama respon penerimaan barangnya kelupaan ,positive
18793,sudah sampai terimaksih,positive
18794,bintang yg bicara pengiriman agak lama,positive
18795,produk sesuai deskripsi dan pengiriman cepat,positive
18796,terimakasih respon cepat berfungsi dengan baik ,positive
18797,cocok gan paking rapi langsung coba bagus thanks,positive
18798,mantappppppp terimaksih gan,positive
18799,cepat mantap hemat nikmat,positive
18800,terima kasih barang telah di terima dengan warna yang berbeda dengan pemesanan,positive
18801,ok sesuai deskripsi terima kasih,positive
18802,mantap jiwa jiwa mantap,positive
18803,pengiriman cepat packing bagus dan kondisi nya juga bagus ,positive
18804,mantap berfungsi secara optimal pengiriman cepat thanks,positive
18805,produk sesuai gambar terima kasih ,positive
18806,mantap very fast recomend sekali,positive
18807,barang sampai dengan selamat proses cepat,positive
18808,respon cepeeettttt bangeettt only jam sampe ,positive
18809,sp,positive
18810,cepat tepat barang bagus,positive
18811,barang sesuai gambar pokoknya bagus mantappp ga ada kendala,positive
18812,bagus oke mantap sekali,positive
18813,barang sampai selamat dan sama seperti digambar thnksss,positive
18814,barang sudah sampai tdk ada yg error atau cacat,positive
18815,sudah sampai barangnya blm dicoba mudah mudahan bagus yah makasih,positive
18816,alhamdulillah pesanan telah sampai dan tidak mengecewakan pesan kemarin hari ini sampai produk sudah saya test dan tidak ada masalah lampu menyala semua top ,positive
18817,thx barng sudah sampai ,positive
18818,barang bagus lancar dipake ,positive
18819,looks good tested a,positive
18820,cepat tepat dan mantap grab instan ,positive
18821,packing baik pengiriman agak lama barang berfungsi dengan baik terima kasih ,positive
18822,kualitas barang bagus respon pengiriman barang sangat cepat,positive
18823,barang sesuai gambar harga ok toppp,positive
18824,makasi gan barang sudah sampai mantaap ,positive
18825,siip ,positive
18826,respon penjual cepat sekali barangnya sampai hanya dalam waktu jam terima kasih banyak,positive
18827,berfungsi dengan baik semuanya,positive
18828,fast respon packing ok sesuai harga,positive
18829,packaging dan respon cukup cepat dan baik,positive
18830,mantab keren gan ini ngebantu banget sih fitur kill switch nya itu loh soalnya ane pake mouse keyboard wifi pas komputer di sleep enak banget jadinya bisa di off si usb nya ahahaha,positive
18831,sudah mendarat om thanks fast respon,positive
18832,bagus lubang nya berfungsi semua pengiriman cepat respon penjual bagus tks ya,positive
18833,produk sesuai deskripsi langsung bisa dipake pengiriman super express top banget dah,positive
18834,mantap sesuai pesanan sampai tepat waktu,positive
18835,barang cocok respon cepat makasih,positive
18836,barang bagus sesuai deskripsi semuanya berjalan balik ,positive
18837,trims gan barang pesanan sdh sampai dgn aman ,positive
18838,mantap dan bekerja dengan baik pengiriman cepat,positive
18839,barang sudah saya terima thanks ,positive
18840,over all baik dan oke bintang ,positive
18841,lumayan memuaskan untuk barang ini ,positive
18842,mantab lah barang sesuai,positive
18843,barang sudah terima pengiriman kilat berapa jam sampe thanks gan sukses terus,positive
18844,barang bagus sesuai ,positive
18845,barang sdh sampai dgn selamat very good,positive
18846,lancar jaya pesan hari itu langsung datang hari itu juga pake gosend yg jual fast respon udah gitu packingnya rapi pula recomendes seller ,positive
18847,bagus banget terima kasih banyak,positive
18848,respon cepat barang sampai dengan aman recsel,positive
18849,sudah diterima sesuai pesanan terima kasih,positive
18850,bagus dah pokonya ,positive
18851,saya cukup puas dengan barangnya,negative
18852,maaf lama dikonfirmasi barang berfungsi dengan baik,positive
18853,goood respon seller cepat produk ok thumbs up tq,positive
18854,barang bagus tanpa masalah ,positive
18855,barang berfungsi dengan baik respon dan pengiriman cepat dan packingnya rapih ,positive
18856,lumayan bagus sayang tdk bs dipake buat copas antar hdd aja,positive
18857,thx gan barangnya udh sampai,positive
18858,recommended seller untuk produk nya semoga awet thx gan,positive
18859,mantap sesuai orderan dan bagus kualitasnya,positive
18860,mantap kualitas dan pengiriman cepat rapi thx gan sukses selalu,positive
18861,maaf baru review kemasan baik pengiriman cepat dan sudah dicoba tidak ada masalah kualitas sesuai dengan harga makasih yaa min,positive
18862,batang sdh diterima dgn baik packing rapi barang sesuai pesanan berfungsi dgn baik,positive
18863,barang sesuai pesanan tiba sesuai ekspektasi terima kasih ,positive
18864,mantaaaaaaapppppppppppp,positive
18865,barang sudah di terima semoga awet,positive
18866,fast respond nice seller barang oke ,positive
18867,semua part berfungsi dgn baik semoga awet respon cepat,positive
18868,fast response pengiriman mantap,positive
18869,respo sangat cepat sesuai yang diharapkan sisanya biar bintang yang bicara,positive
18870,makasih ud sampeeess ,positive
18871,jooooooooooooooossssssssssssssss ,positive
18872,mantappp thx bossss,positive
18873,sudah sampai gan ,positive
18874,bungkus rapih cepat barang aman trims ,positive
18875,nice tapi hardisk ga kebaca mungkin krn powernya kecil ya ga kuat buat ngangkat hdd nya,positive
18876,produk bagus pengiriman cepat kemasan aman pelayanan responsif,positive
18877,produk bagus berfungsi sangat baik lolos test ,positive
18878,barang bekerja dengan sangat baik,positive
18879,kurang puas dipake kali aja udh trable,negative
18880,pengiriman cepat fisik barang terlihat bagus tp setelah dicoba ternyata speed lambat copy file dari hardisk external max cuma mbps sedangkan kalo colok langsung ke cpu bisa mbps ,positive
18881,packing rapi berfungsi dengan baik thanks yaa,positive
18882,produknya bagus pengiriman cepat memuaskan ,positive
18883,barang sudah diterima dengan kondisi baik respon penjual juga baik,positive
18884,niceeeeee mantapppp gan,positive
18885,produk ok moga awet ,positive
18886,fast seller barang diterima dengan aman sesuai dengan gambar kualitas juga ok recommended ,positive
18887,barang mantab dan sesuai ,positive
18888,barang sesuai deskripsi yang penting respon nya ciamik,positive
18889,fast respon barang jg sdh mendarat barang sudah dicoba berfungsi dgb baik recomended sukses trus,positive
18890,packing rapi usb hub berfungsi dengan baik,positive
18891,barang bagus sesuai harga saya beri bintang karena respon cukup baik,positive
18892,sudah diterima dengan baik thanks,positive
18893,barang sesuai deskripsi packing mantab barang cepat sampai pagi pesan sore sampe,positive
18894,produk sesuai dg yg ditawarkan pengiriman cepat thanks gan,positive
18895,packing rapi barang berfungsi dgn baik pengiriman cepat ,positive
18896,barang sesuai ada port untuk adapter kalau diperlukan kualitas cukup baik fungsi juga baik seller memproses secepat kilat manteps,positive
18897,barang sesuai dengan deskripsi penjual,positive
18898,barang ok berfungsi dgn baik ,positive
18899,kualitas barang bagus amp berfungsi dengan baik,positive
18900,barang sesuai pengiriman cepat dan rapi ,positive
18901,josss berfungsi dengan baik sesuai ekspektasi,positive
18902,barang sudah diterima dgn baik kondisi bagus berfungsi dgn baik recommended seller ,positive
18903,baguss kualitas sesuai harga enak kabelnya panjang dan portnya banyak,positive
18904,fine quality gaada masalah blm di tes kecepatan tapi klo buat biasa sih ok masalahnya tipikal kekurangan power,positive
18905,tooooooooooooooooooooopppppppppppppppppppppppppp,positive
18906,packaging kurang rapi tapi barang masih ok thanks,positive
18907,barang oke sesuai deskripsi yg dituliskan recomended,positive
18908,j amp t promo lama sampainya ,positive
18909,minta hitam dikasih putih tapi gpp mudahan berfungsi semua belom dicoba soalnya,positive
18910,barang udh sampai barang sesuai dengan pesanan ,positive
18911,mantap brooooooooooooooooo,positive
18912,buset cepet banget belom kelar makan udah sampe barangnya haha thanks ,positive
18913,kualitas dan barang dalam produk bagus,positive
18914,respon cepat pelayanan baik dan barang dikirim dengan selamat sampai tujuan terimakasih,positive
18915,mantappp recommended seller ,positive
18916,puas bgt adminnya cepet bales chat,positive
18917,lancar lampu biru walaupun lusuh ,positive
18918,mantap gan barangnya udah nyampe dan selamat ke tempat tujuan dan setelah ditest berfungsi semua thanks yah gan ,positive
18919,nice and fast delivery langsung bisa dipakai support usb ,positive
18920,jangan ragu untuk belanja di sini sangat rekomendasi,positive
18921,sudah diterima dengan baik terima kasih multi komputer,positive
18922,thanksss produk mendarat dgn aman,positive
18923,terimakasih kasih barang sesuai dan cepat sampai ke saya puas,positive
18924,packing nya rapih port usb nya berfungsi semua,positive
18925,sy suka dengan usb port nya cuma sy mau warna hitam kok dikasih putih ,positive
18926,barang bagus semua fungsi port normal packing rapi fast respon mantap terimakasih,positive
18927,sesuai permintaan kualitas masi belum tak coba cuma masalahnya pembungkusan kurang bagus pengiriman cepat semoga awet,positive
18928,fast response barang ok recommend seller nih,positive
18929,produk dan pengiriman bgis dan respony memuaskan,positive
18930,barang udah sampai langsung pakai tidak ada masalah ,positive
18931,baik bagus tepat waktu,positive
18932,pesanan dah sampai brg bagus packing super rapih good seller ,positive
18933,thanks gan kirimannya sorry baru sempat isi testi,positive
18934,bener high quality kabelnya tebal dan padet rekomen deh,positive
18935,pengiriman cepat mantab,positive
18936,saya pesan hitam tapi yg datang putih gpp berfungsi dengan baik ,positive
18937,barang yang diterima sesuai deskripsi semoga awet ,positive
18938,alhamdulillah barang sudah sampai cepat respon dan packing rapih,positive
18939,bagus sesuai pesanan dan warnanya pas pengiriman super cepat smoga awet ya gan,positive
18940,makasih gamsahamida xie xie arigatou agann,positive
18941,sesuai iklan bagus,positive
18942,cepat dan produk bekerja dg baik,positive
18943,terima kasih sudah bisa dipakai usb hub nya,positive
18944,barang bagus packing rapih pengiriman cepat fast respond thanks gan,positive
18945,barang cepat sampai sesuai deskripsi,positive
18946,thxxxxxxxxxxxxxxxxxxxxxxxxx,positive
18947,sesuai specs dan gambar,positive
18948,speed nya beda sama dicolok langsung ke usbnya,negative
18949,barang nya gak bisa baca data cuma bisa charger saja,negative
18950,produk mantap kabelnya oke dan biarpun dari plastik terasa kokoh dan sesuai dng deskripsi overall everything good,positive
18951,super fast response pengiriman barang berkualitas,positive
18952,barang berkualitas dan pengiriman super cepaaaattt mantaaapp ,positive
18953,barang sesuai gambar kirimannya cepat ,positive
18954,respon penjual bagus paking rapi sy kasih bintang untuk penjualnya,positive
18955,produk mantap sesuai dengan deskripsi,positive
18956,tengkyu gan paket sudah diterima dengan baik dan berfungsi semoga awet ,positive
18957,pengiriman cepat dan barang sesuai specs,positive
18958,barang sudah diterima dan sesuai thanks,positive
18959,goood qualitas sesuai harga ,positive
18960,barang sdh diterima dengan baik sdh ditest dan semua portnya nyala terima kasih,positive
18961,delivery dari agan sebenarnya cepat kurirnya yg bermasalah maaf kepending lama thanks,positive
18962,barang sesuai gambar fast response packing rapi good seller,positive
18963,pengiriman cepat barang bagus sesuai pesanan,positive
18964,produk sesuai deskripsi dan pengirinan sesuai jadwal oke,positive
18965,mantappp barang udah sampe terbilang cepat tanpa hambatan barang aman sudah ditangan respon chat amp amp pesanan dari penjual cepat toko rekomendasi ,positive
18966,barang bagus packing aman dan juga fast response ,positive
18967,barangnya sesuai harapan pengiriman cepat ,positive
18968,barang sudah sampai dengan aman packing aman dan rapi usb berjalan dengan baik tanpa cacat terimakasih,positive
18969,mantap semoga awet ya ,positive
18970,barang oke dan cepat sampai thx,positive
18971,kemasan oke smoga awet deh,positive
18972,barang sesuai deskripsi packaging rapi kualitas mudah mudahan bagus dan awet,positive
18973,barangnya sesuai packing lumayan la nyampe hari udah dicoba bagus barangnya ,positive
18974,pengiriman cepat barang sesuai pesanan packaging sederhana mudah dibuka ,positive
18975,barangnya sudah diterima dengan baik terima kasih ,positive
18976,saya senang produk aman dan lengkap terimakasi ,positive
18977,produk sesuai dengan pesanan barang oke bagus makasih yaa seller dan tokopedia ,positive
18978,so far berfungsi dgn baik sedikit kekurangannya led indikatornya sangat terang jd kadang agak mengganggu terutama di kondisi gelap overall good ,positive
18979,brg sudah sampai thank you om,positive
18980,mantap gan berfungsi dengan baik thx,positive
18981,barang sesuai pesanan mantap,positive
18982,mantap gan pack rapi ,positive
18983,pesanan sesuai barang bagus pengiriman cepat barang berfungsi normal tanpa kendala seller ramah recommended seller,positive
18984,barang oke respon mantap,positive
18985,mantap bagus sesuai dan tepat waktu pengiriman,positive
18986,respon lambat pengiriman agak lambat tapi packing rapi lain kali mohon di respon lebih cepat,negative
18987,respon cepat item sesuai gambar dan deskripsi,positive
