,text,sentiment
16413,"Respon cepat, barang keren, pelayanan memuaskan",positive
16414,walau lama dikit ngirimnya tapi produk memuaskan,positive
16415,"Barang bagus, mantapp, semoga tahan lamaa",positive
16416,"Saya senang produknya, dipaketkan dengan rapi dan tidak ada cacat. Siip pokoknya. Recommended!",positive
16417,Bintang 5 dong. Gue suka modelnya elegan nyeleneh ada kuningnya. Love it. Tq.,positive
16418,Bagus..ternyata type ini ada tanggalnya. Packing rapi n pengiriman super cepat.,positive
16419,Terima kasih....................,positive
16420,Pengiriman cepat. Packaging rapi dan aman (bubble wrap). Barang sesuai dengan foto.,positive
16421,"Barang seperti di gambar, mantap",positive
16422,Mantap untung sesuai deskripsi,positive
16423,"Pengiriman cepat, barang bagus, elegan, ori garansi 10 tahun. Recommended seller",positive
16424,Sangat memuaskan dan sesuai harapan. Keren banget..,positive
16425,"Barangnya mantap, respon jg cepat sampe, cuma ada sedikit masalah tgl jam terlalu kecil, tapi barang ok.",positive
16426,"Recomended seller.. bagus barangnya, packingnya jg oke",positive
16427,Beruntung bisa dapet di flash sale...barang oke banget...original + garansi 10 tahun..keren pokok nya deh...terima kasih Zeca Watches,positive
16428,Jam tangan yang bagus..mewah dan elegan..Alhamdulillah pas promo dpt jam beginian..suka banget..terbaik pokoknya...,positive
16429,Sangat recommended !!!,positive
16430,Barang nya bagus...pengiriman cepat n packing bagus,positive
16431,"Produk diterima dengan baik, kemasan bagus dan tampilan ok banget 👍🏻",positive
16432,"Pesanan sesuai, harganya murah (beli waktu flash sale), fungsi nya berjalan dengan baik, pengiriman cepat, kemasan bagus",positive
16433,Bagus jamnya.. Keren.. Simpel dan elegan.. Suka bgt.. Thanks..,positive
16434,"Jamnya keren , bagus , mantap",positive
16435,"Warna strap ternyata lebih muda daripada yang di foto, tapi overall oke. Fast action, recommended seller",positive
16436,nice product and seller service excellence.... recommended.....,positive
16437,"Produk asli, packaging bubble wrap aman, even masih ada harga aslinya dari toko. Ada kartu garansinya juga. Sayang sekali jam nya datang tanpa baterai.",positive
16438,"Sangat memuaskan , barang bagus , harga oke , mantap pokoknya mksh ya",positive
16439,Barang sesuai dengan deskripsi packaging dalam pengiriman sangat baikdan rapih dan cepat sampai walau dengan ekspedisi reguler.,positive
16440,"Ukuran dan warna sesuai dengan foto.Barang bagus, cepat sampai, recommended!",positive
16441,"Pengiriman cepat, packing mantap, barang josss..👍🏻",positive
16442,Jamnya bagus sesuai pesanan,positive
16443,"Bagus, harga diskon jg, sesuai yg di inginkan",positive
16444,Pengiriman sangat kilat dan cepat diproses trims,positive
16445,Barang sudah sampai... packing mangtabs....,positive
16446,"Baranb sesuai dengan gambar, mantap djiwa!",positive
16447,"Wah thanks, packing rapi, barang sudah diterima dengan baik, thanks ya",positive
16448,👍👍👍👍👍,positive
16449,jam bagus ... packaging oke banget,positive
16450,"seperti biasa respon cepat, packing rapih, asik pokoknya",positive
16451,Packing outstanding 😁. Kalo barang mah... yah timex pasti keren,positive
16452,Produk sesuai dengan ekspektasi,positive
16453,Barang Telah Diterima.. Packing dan Kualitas Bintang 5..,positive
16454,"Mantap gan, barang sampai dengan selamat dan barang sesuai keinginan, recomend !!!",positive
16455,Barang sangat baik. Sesuai deskripsi,positive
16456,Packing nya rapi.. pengiriman juga cepat,positive
16457,"Barang sesuai, semoga tidak cepat rusak, pengiriman cepat sekaliii, produk dan penjual sangat recommended!1!",positive
16458,Barang sudah diterima dengan baik.,positive
16459,"Thank you timex indonesia , Terbaik",positive
16460,"Sesuai deskripsi, di atas ekspektasi",positive
16461,"Produk ori dan sesuai gambar, keren.",positive
16462,Super kerenn barangnya,positive
16463,"Terbaik memang. respon cepat, packing bagus, barang mulus 👍",positive
16464,Barang sudah sampai dan sesuai dengan gambar.  Thanks!,positive
16465,"baraaanngg 
mantappppppppppttttt",positive
16466,"bagus, pengirimannya cepat, packing aman dari the watch co",positive
16467,"Barang sesuai, pengiriman aman, cepat.",positive
16468,pengiriman lumayan cepat. barang sesuai pesanan dan packingnya oke. makasih timex,positive
16469,mantab. cpt sampe brg sesuai pesenan.,positive
16470,"ada kendala sedikit di pengiriman, terobati dengan kualitas dan pelayanan memuaskann. mari kita berlangganan. thanks timexxx",positive
16471,terima kasih jam timex telah kami terima,positive
16472,proses cepat dan barang bagus. sesuai di etalase,positive
16473,Sudah diterima dan bagus.. semoga bertahan lama,positive
16474,Bagus sekali.. terimakasih,positive
16475,"saya suka karena face nya sederhana cocok dengan strap macam macam. Strap bawaannya cukup bagus, sayang yang kulit walaupun terlihat bagus namun setelah beberapa kali pemakaian sudah terlihat banget bekasnya.",positive
16476,"Terima kasih, sesuai pesanan, bagus",positive
16477,"pengiriman tolong dipercepat kedepannya.
apa hari sabtu libur ya?
packing bagus.
kualitas jam lumayan lah sesuai harga",positive
16478,"barang sudah sampai dan berfungsi dengan baik.
maaf telat kasih konfirmasi karna long weekend",positive
16479,"Jamnya sdh sampai, tampak keren saat dipakai, terima kasih",positive
16480,kalo 5 yang ada pada dirinya dan gw gak,positive
16481,thanks timex..jamnya sdh sampai,positive
16482,Barang bagus gan.  Packing rapi banget. Sukses terus,positive
16483,barang sesuai & datang tepat waktu,positive
16484,"Packing bagus, barang juga bagus dan original tentunya. Thnks",positive
16485,"Barang sudah sampai, packing rapi. Nice!",positive
16486,Jam sudah diterima dengan kondisi baik. Packingnya rapi. Jamnya mantap. Recommended,positive
16487,"Akhirnya yg diincer dr lama sdh ada
Terima ksh bnyk atas great service nya",positive
16488,Barang bagus dan sangat pas cepat sampai,positive
16489,sudah sampe sesuai harapan barangya. packing dlmnya ok tp kardus packing pas bukaan robek kayak br diintip dalemnya...tapi barang utuh bublenya kuat. mksh timex kpn2 order lagi,positive
16490,"bagus, mudah-mudahan awet. tnks",positive
16491,"barangnya sesuai, packing nya rapih dan proses nya cepat. thanks timex :)",positive
16492,Pengiriman cepat. Pesan hari ini besok sudah sampai. Packing dengan bubble wrap yang tebal dan ada tambahan kotak lagi selain kotak jamnya. Produk sesuai spesifikasi dan garansi resmi.,positive
16493,"Respon cepat, saya puas .,?!'--::()$&@""",positive
16494,Terlalu ringan tidak seperti jam2 saya terdahulu,positive
16495,"Packing mantap, rapih dan aman. Produk sesuai pesanan. Recommended seller and product. Terimakasih Timex and Tokopedia. 👍🏽👍🏽👍🏽",positive
16496,Pelayanan super cepat dan resposif. Bravo!,positive
16497,"Biar bintang yg bicara...kyknya saya pembeli promo terakhir..hahaha..thx TWC, tokped",positive
16498,Sesuai harapan..  Keren....,positive
16499,Very cool and stylish watch,positive
16500,baguuuuusssssss sesuai dengan gambar,positive
16501,mantap kali kali mantap,positive
16502,"Keren produknya dipaketkan sangat rapi dan tdk cacat sama sekali, produknya realpict",positive
16503,untuk barang..recomended,positive
16504,Sangat memuaskan keren,positive
16505,"Terima kasih, sesuai pesanan - recommended seller",positive
16506,"barang mulus 100% ori dan new ,,,,",positive
16507,"pembelian kedua saya, desain bagus! saya sangat cocok dengan strapnya, cocok untuk outdoor. cuman pake chrononya ribet. Overall puas untuk yg satu ini",positive
16508,👍👍👍👍👍👍👍👍👍👍,positive
16509,"Terkirim!  Overall bagus,  namun bagi calon pembeli,  alangkah baiknya jika melakukan transaksi sesuai jam buka toko,  karena jika pesan sabtu dg pengiriman kilat,  barang akan tetap dikirim hari Senin sesuai jam buka toko (ini salah saya yg ga baca info timex).  Anyway,  mantaps jiwa!",positive
16510,Pelayanan memuaskan dan fast respon. Terima kasih.,positive
16511,barang oke dan pelayanan baik,positive
16512,Jamnya kereeenn.. harga terjangkau. tks,positive
16513,mantap gan barang nya ............,positive
16514,Jamnya sesuai dan bagus seperti yg saya liat di mal. Terima kasih timex Indonesia  sukses selalu.,positive
16515,"Barang sesuai, pengiriman cepat, packing rapi, sayang tidak dengan baterai",positive
16516,"Untuk produk tidak diragukan lagi, jelas bagus dan asli keren. Cuma sayang awalnya saya tidak notice kalau toko ini hanya buka di hari kerja (saya pesan hari Minggu) tapi di hari Senin langsung diproses dengan cepat dan sore sudah diterima. Udah gitu packagingnya rapi luar biasa bubble wrap berlapis-lapis, nggak salah deh beli disini. Tapi ya itu, sayang cuma buka di weekdays.",positive
16517,respon cepat & barang langsung sampai as expected.. terimakasih..,positive
16518,Nice................................,positive
16519,Sudah sampai dan packing bagus,positive
16520,"Produk ok, pengiriman cepat, respon baik",positive
16521,"Barangnya bagus sesuai deskripsi, packing aman barang terjamin selamat sampai tujuan. Respon admin cepat. Mantab🤘. Thankyou🤝",positive
16522,Pelayanan memuaskan dan fast respon. Terima kasih.,positive
16523,"Recommended seller! Respond seller juga cepat, barang dikirim sangat rapi, dengan bubble wrap 2 lapis dan hard box dan dilapis bubble wrap lagi. Tbh, barang lebih bagus aslinya dari pada di gambar. Thanks!",positive
16524,Berkualitas dan berfungsi dengan baik.. mantab,positive
16525,Jam original n packaging rapi,positive
16526,Respon &amp; pengiriman cepat. Packing proper.,positive
16527,pengiriman cepat dan packaging aman. thankss,positive
16528,"Aduh gan,, gimana yah . Kok saya bingung mau ulas apa. Sepertinya tinggal pake sama senyum ajah udah bahagia banget rasanya... Jangan buka lapak ini deh.... bapernya beraaat. Pengiriman Cepat , Sesuai Deskripsi , Harganya Cuccok. Aku padamu Gan....",positive
16529,"Kualitas barang lumayan bagus, packing nya jga sangat rapih Dan Aman.. recommended bgt niih",positive
16530,Jam sesuai sama deskripsi dan kualitasnya cukup bagus. Packingnya juga rapi dan berlapis2 buble wrap nya. Recommended.,positive
16531,"penggemar setia timex, seneng ada toko officialnya di toped",positive
16532,Barang tidak seperti Ori...,negative
16533,"Barang lengkap dan bagus sesuai foto dan deskripsi, proses cepat, packing sangat aman, semoga awet jamnya 👍🏻",positive
16534,"Packing bagus, barang bagus sesuai deskripsi. Ada yang bisa share untuk setting tanggal ?",positive
16535,"Pengiriman Cepat, barang original. mantap",positive
16536,"100% original. Bagus banget jamnya. Packing rapih, pengiriman cepat",positive
16537,Mantap bos jamnya lain kali beli disini lagi dah,positive
16538,Kualitas produk dan jaminan after sales service tidak perlu diragukan lagi. Namun kedepan data stock harus real time supaya calon customer langsung tahu ketersediaan stock dan juga respon admin bisa lebih ditingkatkan. Terima kasih,positive
16539,Barang sesuai dengan pic dan dikemas dengan baik. Senang berbisnis dengan anda.,positive
16540,"fits description, processing time was good",positive
16541,Pengiriman cepat.. seller responsive.. terima kasih banykkkk,positive
16542,Sesuai gambar dan produk oke.,positive
16543,"Produk &amp; packaging bagus, pengirimannya juga cepat.",positive
16544,Lebih bagus dr foto. Pengiriman cepat dan tepat waktu,positive
16545,"Ternyata gambar tidak sesuai gan/sis. Mohon untuk produknya, gunakan real picture",positive
16546,"Ini recomended parah, kece banget jamnya... Pengirimannya juga cepat,  responnya gesit... Packingnya rapi dan aman,  harus order disini lagi nih",positive
16547,Cukup baik. Sesuai harga,positive
16548,"Original,dpt garansi,penggantian baterai seumur hidup,thx watch.co",positive
16549,Tempat terbaik buat beli dan nambah koleksi Timex,positive
16550,Semoga kedepannya lebih teliti membaca catatan pada pembelian,positive
16551,"Terimakasih, barangnya bagus dan sesuai dengan yang saya inginkan 😊",positive
16552,bagus. pengiriman cepat. kemasan pengiriman sangat aman!,positive
16553,Produk sesuai dan keren,positive
16554,"Official store dengan respon untuk memproses pembelian sangat baik dan cepat. Kalo produk ya kagak usah diulas sih ya ini kan official storenya a.k.a penjual yg resmi, jadi udah jelas kualitasnya.
Terima kasih.",positive
16555,"Service memuaskan cepat dan terpecaya. Qualitas produk mudah mudahn sesuai dengan kualitas merknya. Packingan outstanding, savety packaging.",positive
16556,"mantap, barang di terima dengan selamat gan",positive
16557,Barang oke sesuai deskripsi. Pengiriman jg cepat. Recomended seller,positive
16558,"Pengiriman cepat.. packaging ok bgt, double packing gt jadi barang aman sampai tujuan",positive
16559,"Packing rapih dan aman banget, produk orisinil dan kualitas bagus, seller nya juga ramah dan responsif... 👍🏻👍🏻👍🏻",positive
16560,"Mantaab, barang sampai dengan aman, penjual ramah, produk original. Semoga awet.",positive
16561,"packing rapih banget, sesuai lah ya. top",positive
16562,mantap kali kali mantap cuyyy,positive
16563,Packing joss. Kualitas susah tak perlu di ragukan,positive
16564,Barangnya dah diterima dgn baik...packing rapi....ditunggu discount selanjutnya thanxs,positive
16565,"Kualitas jam sangat bagus, sebanding dengan harganya.",positive
16566,"Barang telah tiba dengan baik. Kualitas barang sangat bagus sesuai dengan deskripsi. Terima kasih, Timex!",positive
16567,"Packing rapih dan aman banget, produk orisinil dan kualitas bagus, seller nya juga ramah dan responsif... 👍🏻👍🏻👍🏻",positive
16568,"packing rapi, barang mantapppsss......",positive
16569,Sesuai dengan gambar dan pengirimannya aman berlapis lapis,positive
16570,"Jam nya bagus, semoga awet... Terimakasih...",positive
16571,Barang sudah sampai sesuai pesanan,positive
16572,Barang sesuai dengan gambar dan pengiriman cepat sampai tujuan,positive
16573,"Jam nya bagus, terimakasih....",positive
16574,biasa aja tapi bagus sih,positive
16575,"Barang Sampai, sangat cepat. sesuai deskripsi..ORI. Puas Banget Gan",positive
16576,barang diterima dengan baik &amp; sesuai deskripsi.. thanx,positive
16577,"keren jam nya, makasi klender gratisnya",positive
16578,Bagus dan sangat cepattt terima kasihhhh,positive
16579,"Barang sdh sampai.
Srvice dan respon ramah dan cepat.
Terimakasih..",positive
16580,"👍🏻, 💸 disc, 🚙 cepat",positive
16581,"Ada lecet dikit tp overall ok, pengiriman cepat n dpt hrg disc",positive
16582,"Sangat mengecewakan. Sudah retur untuk perbaikan, kembali masih ada cacatnya pula. Untuk harga segini sangat tidak worth",negative
16583,Diterima dgn baik. Terpasang dengan baik di outlet mkg,positive
16584,"pengiriman cepat, brg bagus. thanks seller",positive
16585,Mantaaaaaaaappppppppppp.. .,positive
16586,barang bagus.........,positive
16587,"Kualitas produk bagus, pelayanan ramah",positive
16588,produk sesuai dgn gbr n ket....respon cpt,positive
16589,Barang sesuai gambar,positive
16590,sangat puas barangnya bagus,positive
16591,"Keren, dpt discount n trmnya cepat",positive
16592,terimakasih barang sampai dengan selamat ..ok bgt kualitas nya .penjualnya ramah goodluck ya ka,positive
16593,"Bagus, dpt hrg disc, pengiriman cepat",positive
16594,Kualitas gelang straps emang oke bngt trus pengiriman cepat sampai,positive
16595,Bahan kualitas tinggi tapisaya sarankan kalo pesan custom lebihnya g perlu sampe 1.5 -2 cm dr ukuran tangan cukup 0.5 sampe 1 cm saja. Saya pesannya 1.5 cm lebih besar dari tangan saya jadi agak aneh tapi overall bagus sesuai deskripsi :),positive
16596,Mantapp betul..cepat dan sesuai,positive
16597,"Produk bagus,original,pengiriman cepat,penjual respon cepat...mantapppp",positive
16598,"barang bagus, pengiriman cepat, tempat strapnya juga bagus, terima kasih",positive
16599,"Barang sesuai, respon sangat cepat, thnx gan",positive
16600,"Fast response, highly recomended seller 👍🏻👍🏻",positive
16601,"Buckle harga 200ribu. Waktu datang, kondisi sudah banyak lecet dan baretnya. Seller cuma mengatakan &#34;kalau besi memang gitu, nanti juga akan lecet karena pemakaian.&#34; Fungsi deploynya juga suka ngadat. Sangat kecewa dengan kualitas yang tidak sebanding dengan harganya.",negative
16602,"barang bagus, pengiriman cepat, thanks",positive
16603,Saya senang produknya dipaketkan dengan rapi dan tidak ada cacat,positive
16604,trima kasihhhh...........,positive
16605,Terimakasih Gan barang sudah diterima dengan baik &amp; rapih... Sukses selalu untuk Anda &amp; Toko Onlinenya... 👍☺👌,positive
16606,"bagusss,............................................",positive
16607,ketiga x nya suami saya order di straps.......trima kasih...,positive
16608,Nice gan keren produknya. Maju terus yaaaa,positive
16609,Thank you.........................,positive
16610,"Sesuai dengan foto..baguss..suka banget, dapet bonus kalung..terima kasih ELLE.",positive
16611,"Barang bagus...sesuai..packing rapi..
ini ga dpt free blangket sesuai promo ya?",positive
16612,"Sesuai dengan informasi tertulis dari Tokopedia, bahkan mendapat surprise karena diberi hadiah selimut Elle yang bagus dan tidak ada info sebelumnya.
Sukses selalu untuk Tokopedia dan jangan pernah berhenti untuk ber - &#34;inovasi&#34;..... Bravo",positive
16613,Jamnya baguus. Original. Dapet diskon plus gift selimut. Suka pokoknya puas,positive
16614,"Murah, bagus dan cepat sampainya",positive
16615,bagus dan kemasan nya rapi,positive
16616,"Respon cepat, barang sesuai",positive
16617,Jamnya cantik. Terima kasih..,positive
16618,Adminnya sabarrrr.... Rekomen seller,positive
16619,"barang bagus sesuai deskripsi, packing nya ok, ada bonus selimut dan kalung",positive
16620,"Terima kasih produk sudah saya terima dg baik, dapat bonus selimut jg, recommended!",positive
16621,Terimakasih untuk bonus selimutnya.,positive
16622,Barang bagus ... Dapet hadiah lagi ... Mantap ...,positive
16623,Barang cepat sampai.. Produk ok..makasih bonus nya ya kk,positive
16624,"Respon lama, seller tdk komunikatif😧",negative
16625,Mantabb.. respon seller baik. Packing &amp; produk  ok..dapet bonus pula. tks,positive
16626,"pengiriman cepat ,barang ok,trims ELLE,ditungu hadiah selimutnya ya",positive
16627,Sesuai foto dan deskripsi,positive
16628,ORI. Dan trusted. Thankyou 💞😍,positive
16629,"Barangnya bagus ori, keren recomded branded original store",positive
16630,Pesanan sesuai dan bagus,positive
16631,Minta biru dikasih kuning,negative
16632,"respon cepat, barang sesuai deskripsi, recommended seller...",positive
16633,makasih barang da ditrima. anaku suka,positive
16634,"Barang sudah sampai sesuai Display, makasih bos",positive
16635,Bahan tali jam nya ternyata keras jadi agak kaku. respon penjual cepat dan packing rapi.terima kasih,negative
16636,kecepatan pengiriman sangat baik,positive
16637,barang mendarat dengan sempurna,positive
16638,terimakasih barang sudah sampai sukses teruss,positive
16639,"mantap sekali gan , packing cantik seperti pengirimnya wkwkwk",positive
16640,"bagus banget pengemasannya, warnanya sesuai keinginan saya, bungkusnya memang agak berkerut tapi jam di dalamnya tetap bagus, udah disesuaikan waktunya.",positive
16641,********************************,positive
16642,"lumayan buat anak, terima kasih banyak",negative
16643,bagusssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,positive
16644,mkasih barang nya udah sampai dengan selamat,positive
16645,jam tangannya keren. trimakasih.,positive
16646,"sudah diterima jam nya, kualitas sesuai harga",negative
16647,mantapppppppppppppppppppppppppppppppppppppppppppppppppp,positive
16648,lumayan.......................,positive
16649,sesuai gambar......................................................,positive
16650,Barang sudah datang sista.tankiu y,positive
16651,terima kasih jam tgn ny sdh sampai,positive
16652,"akirnya sampe jg, anak2 langsung pakai dan mainin, thank you toko jam murmer...",positive
16653,thanks...................................,positive
16654,alhamdulillah jamnya sudah sampai dan langsung dimainkan sama anak saya,positive
16655,baguuuusssssssssss.................,positive
16656,Thanks barang sudah keterima.....,positive
16657,puas bangettttt.. ........ paking di kasi buble rapi sumpah.... trus barang oke punya.... next aku order lagi ya ... happy sangat saya,positive
16658,ready gan seperti yang digambar,positive
16659,barang sudah sampai ya bosss makasihhhhhh,negative
16660,"mantap jam tangannya,,,,,,,murah lagi dibandingkan yang lain..........gan tolong WA nya gan.............saya mau order lagi yang warna hitamnya.",positive
16661,Packingnyah sefty... Good job..lah,positive
16662,thanks gan barang sampai ... next mohon pengiriman cepat di prose's ya :),positive
16663,thx gan brg dah sampe niii......,positive
16664,mantap tapi gak d kasih batre cadanganya,positive
16665,"Sesuai pesanan.. Thanks, pengiriman lmyan Cepat. Tp syg, respon dr penjual nya z yg kurang",negative
16666,terimakasih.......................,positive
16667,pacal aku syukaaaaa katanyaaaaa ;;),positive
16668,"prosesnya kalau bisa di cepetin lagi gan. ane ga sabaran soalnya, hehe",positive
16669,barang sudah sampai.terima kasih gan.walaupun prosesnya lama..,positive
16670,barang cepat sampai... goood job,negative
16671,"Thanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",positive
16672,mantap tap tap..mantap banget ...recomended....,positive
16673,"makasih gan sudah sampai, persis .....",positive
16674,"udah diterima, barang sesuai gmbr. trims",positive
16675,barang sudah sampai bagus cpat sampai ok trimakasih,positive
16676,thanks barang dah sampai dalam kondisi oc..,positive
16677,thx gan..next repeat order.....................................,positive
16678,"DS sukses, terimakasih atas kerjasamanya.",positive
16679,makasih bos.....barang baru tadi sampai customer.......,positive
16680,Sudah diterima gan terimakasih tunggu orderan selanjutnya....,positive
16681,"barang sdh diterima, kemasannya rapih & barangnya oke",positive
16682,"Mantap, terimakasih.........................",positive
16683,jamnya bagussesuai gambar ... thank gan smga sukses ya...,positive
16684,terimakasih murmer .. dan toko pedia.. barang datang nya cepat.. barang sesuai gambar.. sukses terus murmer dan toko pedia,positive
16685,"good product, good packing, recommended seller.",positive
16686,thanks ya...barang aman oke original :),positive
16687,thx..baru sampai..agak lama..tapi bagus barangnya,positive
16688,thx gan......................................................................,positive
16689,"trimakasih barang dah sampai..tapi maaf,,sejauh pengalaman, ini respon nya lama",negative
16690,"Jam Lasebo nya keren :D, Sudah ane terima gan, set digital analog , hari, tanggal, alarm, gmpang gan :D  harga bersaing sama lapak2 yg sebelah Ane suka, tunggu next order gan :)",positive
16691,barang udah diterima sis makasih,positive
16692,"paket dah sampe tadi siang, packing rapi....unit sesuai harga...mantap",positive
16693,"barang sudah diterima dg selamat, bungkus jg bagus, pelayanan cepat, rekomended banget toko sis ini, diperbanyak lagi barangnya sis, jadi saya akan jadi pelangan tetap",positive
16694,barang dah mendarat dengan selamat gan. .hatur nuhun,positive
16695,terima kasih.. barangnya sudah say terima. bagus.,negative
16696,"ok
trims
sukses................................................................................................................",negative
16697,barang ok bngt sukses terussssssssssss,positive
16698,ok barangnya...cuma pengirimannya kurang cepet..,positive
16699,"paket udh sampai mbak, sesuai pesanan :)
saran untuk kedepanx mbak, jamx tlog dipakai bantal mbak, biar lebih aman. mksih ^^",positive
16700,"sesuai harapan jamnya :) bagus dan harganya juga oke banget, semoga bisa jadi langganan :)",positive
16701,"tank's gan,,,jam sudah mendarat lg dgn aman,,,mantaaaappp",positive
16702,"Tank's gan,paket dah sampe td siang,,,sippppp",positive
16703,D-Ziner 8119 full black sudah diterima dengan baik sesuai pesanan,positive
16704,"good seller, good product",positive
16705,Keren👍👍👍👍,positive
16706,"barang udah nyampek, mantap gan, thanx",positive
16707,jossssssssssssssssssssssssssssswww,negative
16708,thx gan.. barang nya sdh dterima  ..,positive
16709,Mantap lah gan..  Pengiriman cepat,negative
16710,"waduhhh bro kurang teliti dalam QC , tp utk harga segitu ok lah ... ada yg bopeng dibagian lingkaran jam dan pengaitnya ane kira stainles ternyata plastik... thx yah overall saya puas bro ...",negative
16711,"Jam nya beda dengan yg pernah sy beli dulu ditoko ini jg. ""tidak ada logo & merk NIXON nya yg skrng.",negative
16712,Barang sdh smp thx gan.............,positive
16713,Thanks gan barang udah sampe....................,positive
16714,"belum liat, tapi laporan istri sih bagus katanya, yaudah saya bilang bagus aja, soalnya saya percaya istri saya

saya sih gitu orang nya",positive
16715,"packingan cmn buble 1 lapis , bahkan jamnya masih kelihatan dari luar, lain kali tolong diperhatikan packingannya",negative
16716,"mantap sesuai pesanan, thx u mbak ....",positive
16717,thx gan.. barang nya sdh sampai..,positive
16718,wokeehhh......................,positive
16719,sukses gan.........................,positive
16720,Makasih banyak...........................,positive
16721,.............................................,positive
16722,barang sesuai dgn harga..fast respon..rekom seller,negative
16723,MAnteb.... Penjualnya ramah. Makasih gan,positive
16724,thx gan.. canggih barang nya...,positive
16725,makasih barang udh sampai dengan selamat dan sudah dibantu ds :-),positive
16726,"mantaps , harga kaki lima barang like prmium ...",positive
16727,"Mantap gan barangnya, kpn2 pesen lagi",positive
16728,Kurang mulus jam nya agan.. Bopak.. Tp gpp tq,negative
16729,"thank u, brg sdh diterima sesuai pesanan............................................................................",positive
16730,sdh terima brg....................,negative
16731,"barang sudah sampai gan ,,,, thank",positive
16732,...............................................................,positive
16733,Thanks gan barang sudah datang.,positive
16734,barang sudah sampai gan thanks ya.......,positive
16735,ok gan barang sudah keterima ya gan,positive
16736,trims gan sudah mendarat dengan selamat..,negative
16737,Thx gan. Sudah di terima dan ternyata tidak mengecewakan :),positive
16738,thanks barang udah sampe. recommeded seller.,positive
16739,terimakasih cepet banget ternyata heheheh,positive
16740,"Barang sudah sampai, cuma ada goresan""nyadikit sih di jamnya, good job lah",positive
16741,"Bagus bro, udh order yg kedua kali nih, thanks",positive
16742,okeeeeeeeeeee.........................bgt,positive
16743,"barang udah di terima gan bagus sesuai harapan, packing juga mantap sangking mantapnya sampe susah di buka ehehe...sip lah",positive
16744,"barang dah smpe makasih
next order lagi...",positive
16745,"barang udah sampe.makasih gan, mudah2an awet dipakenya",negative
16746,"Barang sudah diterima, terima kasih",positive
16747,mantap jg gan tp sayang tali kulitnya mengecewakan gk bisa dipakai kebesaran  ....,negative
16748,"mantabss gan, lanjutkan.......................................",positive
16749,Siip brg dah smp..kondisi [ÌÌ£oÌ²ÌÌ²Ì²]ÌÌ£[ÌÌ£ÎºÌ²ÌÌ²Ì²]ÌÌ£[ÌÌ£eÌ²ÌÌ²Ì²]ÌÌ£...bth 2 hari untuk sampai..over all thanks,positive
16750,"Barang sudah sampai gan, thanks
kualitas ga kalah saing dengan lapak-lapak sebelah",positive
16751,"harga bersaing sama lapak2 yg sebelah Ane suka, tunggu next order gan :)",positive
16752,terima kasih barangnya sudah di terima,positive
16753,Jamnya sudah sampai. terima kasih.,negative
16754,recomended harga murah srbanding dengan kualitas,positive
16755,gan paket sudah sampai... tmksh.,positive
16756,"proses pengirimannya agak lambat,memakan wak tu seminggu untuk sampe kerumah",negative
16757,111111111111111111111111111111111111111111111111,positive
16758,Barang sudah diterima .terimakasih,positive
16759,"barangnya sudah diterima , tq .",positive
16760,"Sudah sampai mas 4-pcs, sayang satunya digitnya ilang separo, tapi gakpapa deh......",positive
16761,"Barang sudah diterima 
Terima kasih....",positive
16762,"barang sudah sampe,thanks. lumayan bagus",negative
16763,maksih gan....barang sudah nympe....,positive
16764,mantap................barangnya sip> terima kasih,positive
16765,Alhmdlh sdh diterima.. Tks  :),positive
16766,Barang sesuai pesanan sudah diterima dengan baik...anak saya suka....terimakasih,positive
16767,Barang udah diterima dengan baik..,positive
16768,terimakasih banyak wes....membantu sekali,positive
16769,"Barang sdh smpe gan td sore...,ma ksh.",positive
16770,"dah terima barangnya ,packingnya rapi ,cuma lama dikit",negative
16771,mkasih........................................................,positive
16772,"kualitas barang mantab, pengiriman oke",positive
16773,thx gan..next repeat order.....................................,positive
16774,ternyata kecil banget.  hikz hikzzzzzzzz,negative
16775,"mantap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",positive
16776,"Good! Agak terlambat kedatangannya, but overall it's fine!",positive
16777,barang tiba dengan selamat....,positive
16778,Thanks barang sudah diterima ya....,positive
16779,apik tenan brooooooooooooooooooooooooooooooooooooooooooooooooo,negative
16780,goooodd..........................,positive
16781,Sedikit kecewa dengan pelayanan ......................................................................,negative
16782,"Thanks.........,..........,..........,.........",positive
16783,barang sudah sampai.....................................................................................................,negative
16784,oke makasih barang saya udah sampai,negative
16785,Terimakasih sesuai pesanan...........,positive
16786,good banget pokoknya puas sama boxnya hihihi,positive
16787,nuhun sudah sampai ditujuan ....,positive
16788,"barang udah sampe dengan selamat,,, kualitas bagusss,,,, suks-suks-suka",positive
16789,"alhamdulillah sudah sampai box jamnya
terima kasih",positive
16790,bagus..............................,negative
16791,dah mndarat barang ny gan tunggu next order  :),positive
16792,kualitasnya baguusss cuma aga lama aja prosesnya makasihhhhh,positive
16793,"Barang sudah diterima gan. Sampai order berikutnya, boz. Terima kasih.",positive
16794,Produk sudah saya terima. Terimakasih.,positive
16795,puassssssssss......bgtttt,positive
16796,"parang Mantap, jangan ragu ama agan in I.",positive
